living_space,price_per_unit,bathroom_number,property_type,furnished,state,built_year,latitude,land_space,premium,bedroom_number,price,address,longitude,tenure,district,price_usd,price_per_unit_usd
35.0,133148,1,Condo,Fully Furnished,Phuket,2012.0,7.789263,,0,1,4660200,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,137065.0,3916.0
125.0,46160,2,Detached House,Unfurnished,Phuket,,7.97525,125.0,0,3,5770000,"Sri Sunthon, Thalang, Phuket",98.368778,,Sri Sunthon,169706.0,1358.0
112.0,45000,3,Detached House,,Phuket,,7.946946,450.8,0,3,20286000,"Kammala, Kathu, Phuket",98.285314,,Kammala,596647.0,1324.0
,42500,3,Detached House,,Phuket,,7.947415,388.4,0,2,16507000,"Kammala, Kathu, Phuket",98.285797,,Kammala,485500.0,1250.0
284.0,36971,2,Townhouse,,Phuket,,7.906056,216.0,0,2,10500000,"Patong, Kathu, Phuket",98.30138,,Patong,308824.0,1087.0
,45000,3,Detached House,,Phuket,,7.947567,404.4,0,2,18198000,"Kammala, Kathu, Phuket",98.285877,,Kammala,535235.0,1324.0
473.0,53911,4,Detached House,Fully Furnished,Phuket,2012.0,7.789263,473.0,0,3,25500000,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,750000.0,1586.0
42.0,134047,1,Condo,,Phuket,,8.000358,,0,1,5630000,"Choeng Thale, Thalang, Phuket",98.296635,,Choeng Thale,165588.0,3943.0
190.0,70312,,Detached House,,Phuket,,7.903279,64.0,0,,4500000,"Ratsada, Muang Phuket, Phuket",98.410894,,Ratsada,132353.0,2068.0
323.0,68817,2,Detached House,,Phuket,,7.90811,500.0,0,3,34408500,"Patong, Kathu, Phuket",98.299994,,Patong,1012015.0,2024.0
799.9999999999999,100000,12,Detached House,Fully Furnished,Phuket,,7.912772,799.9999999999999,0,11,80000000,"Patong, Kathu, Phuket",98.296418,,Patong,2352941.0,2941.0
65.0,106153,1,Detached House,,Phuket,2020.0,7.946718,65.0,0,1,6900000,"Kammala, Kathu, Phuket",98.268805,Freehold,Kammala,202941.0,3122.0
39.0,133589,1,Condo,,Phuket,,8.00193,,0,1,5210000,"Choeng Thale, Thalang, Phuket",98.299442,,Choeng Thale,153235.0,3929.0
54.0,93450,1,Condo,,Phuket,,7.945932,,0,,5046300,"Kammala, Kathu, Phuket",98.296921,,Kammala,148421.0,2749.0
45.0,122222,1,Condo,,Phuket,,7.981235,,0,1,5500000,"Choeng Thale, Thalang, Phuket",98.28103,,Choeng Thale,161765.0,3595.0
417.0,39957,4,Detached House,,Phuket,,7.811315,473.0,0,3,18900000,"Karon, Muang Phuket, Phuket",98.299538,,Karon,555882.0,1175.0
61.00000000000001,184803,1,Condo,,Phuket,,7.783216,,0,1,11273000,"Rawai, Muang Phuket, Phuket",98.311045,,Rawai,331559.0,5435.0
400.0,47250,4,Detached House,Fully Furnished,Phuket,,7.775453,400.0,0,4,18900000,"Rawai, Muang Phuket, Phuket",98.327403,,Rawai,555882.0,1390.0
110.0,29000,2,Townhouse,,Phuket,,8.070413,188.0,0,3,3190000,"Thep Krasattri, Thalang, Phuket",98.3430622,,Thep Krasattri,93824.0,853.0
738.0,34810,5,Detached House,,Phuket,,7.801693,790.0000000000001,0,5,27500000,"Rawai, Muang Phuket, Phuket",98.319182,,Rawai,808824.0,1024.0
24.000000000000004,114583,1,Condo,,Phuket,2019.0,7.896310937532187,,0,,2750000,"Vichitsongkram Road, Kathu, Kathu, Phuket",98.35070775622904,Freehold,Kathu,80882.0,3370.0
93.0,145490,1,Condo,Fully Furnished,Phuket,,7.774608,,0,1,13530650,"Rawai, Muang Phuket, Phuket",98.321371,,Rawai,397960.0,4279.0
35.0,118857,1,Condo,,Phuket,,7.996463,,0,1,4160000,"Choeng Thale, Thalang, Phuket",98.301159,,Choeng Thale,122353.0,3496.0
62.0,151610,1,Condo,,Phuket,,7.981235,,0,1,9399841,"Choeng Thale, Thalang, Phuket",98.28103,,Choeng Thale,276466.0,4459.0
781.0,62099,6,Detached House,Unfurnished,Phuket,,8.024897,781.0,0,5,48500000,"Choeng Thale, Thalang, Phuket",98.305614,,Choeng Thale,1426471.0,1826.0
169.0,34911,2,Condo,,Phuket,,7.897732,,0,2,5900000,"Kathu, Kathu, Phuket",98.347427,,Kathu,173529.0,1027.0
680.0,54133,4,Detached House,,Phuket,,8.021708,1016.0,0,4,55000000,"Thep Krasattri, Thalang, Phuket",98.319032,,Thep Krasattri,1617647.0,1592.0
94.0,63829,1,Condo,,Phuket,2012.0,7.972889,,0,1,6000000,"128 Hadsurin, Choeng Thale, Thalang, Phuket",98.279543,Freehold,Choeng Thale,176471.0,1877.0
210.0,151904,2,Condo,,Phuket,,8.000577,,0,2,31900000,"Choeng Thale, Thalang, Phuket",98.297156,,Choeng Thale,938235.0,4468.0
31.0,137096,1,Condo,,Phuket,,8.00193,,0,1,4250000,"Choeng Thale, Thalang, Phuket",98.299442,,Choeng Thale,125000.0,4032.0
210.0,95714,4,Detached House,,Phuket,,7.950082,70.0,0,3,6700000,"Kammala, Kathu, Phuket",98.294122,,Kammala,197059.0,2815.0
69.0,134375,1,Condo,,Phuket,,7.981235,,0,,9271907,"Choeng Thale, Thalang, Phuket",98.28103,,Choeng Thale,272703.0,3952.0
34.0,85500,1,Condo,,Phuket,,7.903174,,0,1,2907000,"Patong, Kathu, Phuket",98.304248,,Patong,85500.0,2515.0
740.0,106756,5,Detached House,Fully Furnished,Phuket,,7.808293,740.0,0,5,79000000,"Wichit, Muang Phuket, Phuket",98.408831,,Wichit,2323529.0,3140.0
636.0,91525,6,Detached House,,Phuket,,7.974298,590.0,0,4,54000000,"Choeng Thale, Thalang, Phuket",98.283586,,Choeng Thale,1588235.0,2692.0
195.0,117948,2,Condo,,Phuket,2012.0,7.813321,,0,2,23000000,"เจ้าฟ้าใน Kata Sai Yuan, Karon, Muang Phuket, Phuket",98.30143,Freehold,Karon,676471.0,3469.0
202.00000000000003,46793,3,Detached House,,Phuket,,8.002243,302.0,0,3,14131600,"Choeng Thale, Thalang, Phuket",98.314762,,Choeng Thale,415635.0,1376.0
47.0,110638,1,Condo,,Phuket,,7.771369,,0,1,5200000,"Rawai, Muang Phuket, Phuket",98.320198,,Rawai,152941.0,3254.0
130.0,107692,2,Condo,,Phuket,,7.883729,,0,2,14000000,"Patong, Kathu, Phuket",98.274069,,Patong,411765.0,3167.0
816.0,104347,4,Detached House,,Phuket,,7.924139,1150.0,0,5,120000000,"Kammala, Kathu, Phuket",98.269068,,Kammala,3529412.0,3069.0
56.0,252000,1,Condo,,Phuket,,7.894848,,0,1,14112000,"Patong, Kathu, Phuket",98.295601,,Patong,415059.0,7412.0
200.0,49665,4,Detached House,,Phuket,,7.973585,1792.0,0,4,89000000,"Choeng Thale, Thalang, Phuket",98.281949,,Choeng Thale,2617647.0,1461.0
671.0,39361,5,Detached House,,Phuket,,8.017067,1034.0,0,4,40700000,"Choeng Thale, Thalang, Phuket",98.30358,,Choeng Thale,1197059.0,1158.0
139.0,164667,2,Condo,Fully Furnished,Phuket,2012.0,7.789263,,0,2,22888800,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,673200.0,4843.0
206.0,81998,2,Detached House,,Phuket,,7.775217,230.37,0,2,18890054,"Rawai, Muang Phuket, Phuket",98.322157,,Rawai,555590.0,2412.0
64.0,160937,1,Condo,,Phuket,,7.961429,,0,1,10300000,"Kammala, Kathu, Phuket",98.284406,,Kammala,302941.0,4733.0
514.0,41860,4,Detached House,,Phuket,,8.016423,2150.0,0,3,90000000,"Choeng Thale, Thalang, Phuket",98.292851,,Choeng Thale,2647059.0,1231.0
600.0,150000,4,Detached House,,Phuket,,7.972541,400.0,0,3,60000000,"Choeng Thale, Thalang, Phuket",98.280105,,Choeng Thale,1764706.0,4412.0
799.9999999999999,75000,7,Detached House,Fully Furnished,Phuket,,8.023769,799.9999999999999,0,6,60000000,"Choeng Thale, Thalang, Phuket",98.292455,,Choeng Thale,1764706.0,2206.0
185.0,43189,3,Detached House,,Phuket,,7.779944,222.00000000000003,0,2,9588000,"Rawai, Muang Phuket, Phuket",98.328066,,Rawai,282000.0,1270.0
435.00000000000006,62068,4,Detached House,Fully Furnished,Phuket,,8.01799,435.00000000000006,0,3,27000000,"Thep Krasattri, Thalang, Phuket",98.322251,,Thep Krasattri,794118.0,1826.0
227.0,198237,2,Condo,,Phuket,,7.809549,,0,3,45000000,"Karon, Muang Phuket, Phuket",98.299478,,Karon,1323529.0,5830.0
35.0,97714,1,Condo,Fully Furnished,Phuket,2012.0,7.789263,,0,1,3420000,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,100588.0,2874.0
210.0,138095,2,Condo,,Phuket,,8.000577,,0,2,29000000,"Choeng Thale, Thalang, Phuket",98.297156,,Choeng Thale,852941.0,4062.0
173.0,30357,2,Detached House,,Phuket,,8.068658,280.0,0,2,8500000,"Sa Khu, Thalang, Phuket",98.291026,,Sa Khu,250000.0,893.0
499.0,35593,4,Detached House,,Phuket,,8.021772,816.8,0,4,29073000,"Thep Krasattri, Thalang, Phuket",98.31915,,Thep Krasattri,855088.0,1047.0
514.0,51932,4,Detached House,,Phuket,,8.016423,1656.0,0,3,86000000,"Choeng Thale, Thalang, Phuket",98.292851,,Choeng Thale,2529412.0,1527.0
473.0,53911,4,Detached House,Fully Furnished,Phuket,2012.0,7.789263,473.0,0,3,25500000,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,750000.0,1586.0
285.0,40643,3,Detached House,,Phuket,,7.78043,285.41,0,3,11600000,"Rawai, Muang Phuket, Phuket",98.331029,,Rawai,341176.0,1195.0
788.0,73974,6,Detached House,,Phuket,,8.016423,1487.0,0,5,110000000,"Choeng Thale, Thalang, Phuket",98.292851,,Choeng Thale,3235294.0,2176.0
1216.0,119243,8,Detached House,Fully Furnished,Phuket,,8.048856,1216.0,0,7,145000000,"Choeng Thale, Thalang, Phuket",98.29659,,Choeng Thale,4264706.0,3507.0
274.0,31021,2,Detached House,Fully Furnished,Phuket,2012.0,7.789263,274.0,0,2,8500000,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,250000.0,912.0
272.0,33668,3,Detached House,,Phuket,,7.784406,520.0,0,2,17507450,"Rawai, Muang Phuket, Phuket",98.310262,,Rawai,514925.0,990.0
1225.0,146122,7,Detached House,Fully Furnished,Phuket,,8.054127,1225.0,0,5,179000000,"Sa Khu, Thalang, Phuket",98.279173,,Sa Khu,5264706.0,4298.0
693.0,38483,5,Detached House,,Phuket,,8.038736,980.0,0,4,37714000,"Thep Krasattri, Thalang, Phuket",98.317841,,Thep Krasattri,1109235.0,1132.0
57.0,128122,1,Condo,,Phuket,,7.992199,,0,1,7303000,"Choeng Thale, Thalang, Phuket",98.293922,,Choeng Thale,214794.0,3768.0
410.0,56097,3,Detached House,Unfurnished,Phuket,2012.0,7.789263,410.0,0,3,23000000,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,676471.0,1650.0
320.0,79310,5,Detached House,,Phuket,,7.81492,145.0,0,6,11500000,"Karon, Muang Phuket, Phuket",98.313627,,Karon,338235.0,2333.0
210.0,81428,3,Detached House,,Phuket,,7.95002,70.0,0,3,5700000,"Kammala, Kathu, Phuket",98.294134,,Kammala,167647.0,2395.0
70.0,112571,1,Condo,Fully Furnished,Phuket,,7.845955,,0,1,7880000,"Karon, Muang Phuket, Phuket",98.302075,,Karon,231765.0,3311.0
163.0,29919,2,Detached House,,Phuket,,8.068658,260.7,0,2,7800000,"Sa Khu, Thalang, Phuket",98.291026,,Sa Khu,229412.0,880.0
258.0,32945,2,Condo,Fully Furnished,Phuket,2012.0,7.789263,,0,2,8500000,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,250000.0,969.0
473.0,145569,3,Detached House,,Phuket,,7.784165,158.0,0,3,23000000,"Rawai, Muang Phuket, Phuket",98.334135,,Rawai,676471.0,4281.0
541.0,82763,6,Detached House,Unfurnished,Phuket,,8.0307,541.0,0,4,44775000,"Thep Krasattri, Thalang, Phuket",98.310351,,Thep Krasattri,1316912.0,2434.0
747.0,51003,6,Detached House,,Phuket,,8.023385,1068.11,0,4,54476823,"Choeng Thale, Thalang, Phuket",98.306036,,Choeng Thale,1602260.0,1500.0
130.0,133692,2,Condo,,Phuket,,7.884773,,0,2,17380000,"Patong, Kathu, Phuket",98.281776,,Patong,511176.0,3932.0
338.0,63068,4,Detached House,,Phuket,,8.005498,265.2,0,3,16725739,"Sri Sunthon, Thalang, Phuket",98.320612,,Sri Sunthon,491934.0,1855.0
370.0,56443,4,Detached House,,Phuket,,7.991428,344.74,0,3,19458440,"Choeng Thale, Thalang, Phuket",98.299236,,Choeng Thale,572307.0,1660.0
52.0,118076,1,Condo,,Phuket,,8.000358,,0,1,6140000,"Choeng Thale, Thalang, Phuket",98.296635,,Choeng Thale,180588.0,3473.0
650.0,250000,5,Detached House,,Phuket,,7.896311,70.0,0,5,17500000,"Patong, Kathu, Phuket",98.310843,,Patong,514706.0,7353.0
288.0,19531,5,Detached House,,Phuket,,7.977514,1280.0,0,5,25000000,"Choeng Thale, Thalang, Phuket",98.287205,,Choeng Thale,735294.0,574.0
35.0,102038,1,Condo,,Phuket,,7.772634,,0,1,3571360,"Rawai, Muang Phuket, Phuket",98.318416,,Rawai,105040.0,3001.0
436.0,50598,3,Detached House,,Phuket,,8.007955,334.0,0,3,16900000,"Sri Sunthon, Thalang, Phuket",98.317836,,Sri Sunthon,497059.0,1488.0
222.00000000000003,40697,3,Detached House,,Phuket,,8.014996,430.0,0,3,17500000,"Choeng Thale, Thalang, Phuket",98.311151,,Choeng Thale,514706.0,1197.0
356.0,52877,4,Detached House,,Phuket,,8.003854,278.0,0,3,14700000,"Sri Sunthon, Thalang, Phuket",98.320255,,Sri Sunthon,432353.0,1555.0
352.0,109987,3,Detached House,,Phuket,,7.999323,198.15,0,3,21794000,"Choeng Thale, Thalang, Phuket",98.310074,,Choeng Thale,641000.0,3235.0
56.0,157142,1,Condo,,Phuket,,7.961429,,0,1,8800000,"Kammala, Kathu, Phuket",98.284406,,Kammala,258824.0,4622.0
240.0,27075,3,Detached House,,Phuket,,7.800356,277.0,0,3,7500000,"Rawai, Muang Phuket, Phuket",98.327993,,Rawai,220588.0,796.0
600.0,46833,4,Detached House,Fully Furnished,Phuket,,8.014951,600.0,0,4,28100000,"Thep Krasattri, Thalang, Phuket",98.330555,,Thep Krasattri,826471.0,1377.0
70.0,127142,2,Condo,,Phuket,2015.0,8.154175769124732,,0,2,8900000,"8 Moo 3, Mai Khao, Thalang, Phuket",98.2978065925904,Freehold,Mai Khao,261765.0,3739.0
360.0,131524,2,Detached House,,Phuket,,7.779692,95.8,0,2,12600000,"Rawai, Muang Phuket, Phuket",98.325418,,Rawai,370588.0,3868.0
37.0,117567,,Condo,Fully Furnished,Phuket,,7.882514,,0,1,4350000,"Patong, Kathu, Phuket",98.294466,,Patong,127941.0,3458.0
34.0,88200,1,Condo,,Phuket,,7.903174,,0,1,2998800,"Patong, Kathu, Phuket",98.304248,,Patong,88200.0,2594.0
91.0,125137,2,Condo,,Phuket,,8.028948,,0,2,11387500,"Choeng Thale, Thalang, Phuket",98.295051,,Choeng Thale,334926.0,3680.0
300.0,71683,2,Detached House,Unfurnished,Phuket,,8.044478,300.0,0,3,21505000,"Choeng Thale, Thalang, Phuket",98.29556,,Choeng Thale,632500.0,2108.0
350.0,35104,3,Detached House,,Phuket,,7.938414,621.0,0,3,21800000,"Kammala, Kathu, Phuket",98.28029,,Kammala,641176.0,1032.0
550.0,272727,5,Detached House,,Phuket,,7.970654,550.0,0,4,150000000,"Choeng Thale, Thalang, Phuket",98.277889,,Choeng Thale,4411765.0,8021.0
965.0,48618,5,Detached House,,Phuket,,8.023766,1267.0,0,4,61600000,"Choeng Thale, Thalang, Phuket",98.300813,,Choeng Thale,1811765.0,1430.0
433.0,40992,3,Detached House,,Phuket,,8.038736,634.0,0,3,25989000,"Thep Krasattri, Thalang, Phuket",98.317841,,Thep Krasattri,764382.0,1206.0
62.0,153694,1,Condo,Unfurnished,Phuket,,7.980256,,0,1,9529028,"Choeng Thale, Thalang, Phuket",98.283621,,Choeng Thale,280266.0,4520.0
45.0,64444,1,Condo,,Phuket,,7.833128,,0,1,2900000,"Karon, Muang Phuket, Phuket",98.299904,,Karon,85294.0,1895.0
133.0,81443,3,Detached House,,Phuket,,7.942057,97.0,0,3,7900000,"Kammala, Kathu, Phuket",98.292091,,Kammala,232353.0,2395.0
1000.0,92000,6,Detached House,Fully Furnished,Phuket,,8.031268,1000.0,0,5,92000000,"Choeng Thale, Thalang, Phuket",98.299785,,Choeng Thale,2705882.0,2706.0
161.0,34937,3,Detached House,,Phuket,,7.952653,160.0,0,3,5590000,"Ko Kaeo, Muang Phuket, Phuket",98.381681,,Ko Kaeo,164412.0,1028.0
60.0,98333,1,Condo,Unfurnished,Phuket,2021.0,7.879898,,0,2,5900000,"Soi Verakij, Patong, Kathu, Phuket",98.297687,Freehold,Patong,173529.0,2892.0
210.0,200000,3,Condo,,Phuket,,7.9729,,0,2,42000000,"Choeng Thale, Thalang, Phuket",98.27955,,Choeng Thale,1235294.0,5882.0
52.0,123673,1,Condo,Fully Furnished,Phuket,,7.836939,,0,1,6431000,"Karon, Muang Phuket, Phuket",98.300085,,Karon,189147.0,3637.0
30.0,108824,1,Condo,,Phuket,,7.772634,,0,1,3264726,"Rawai, Muang Phuket, Phuket",98.318416,,Rawai,96021.0,3201.0
43.0,55813,1,Condo,,Phuket,,7.894632,,0,,2400000,"Patong, Kathu, Phuket",98.307083,,Patong,70588.0,1642.0
46.0,86934,1,Condo,,Phuket,,8.086476,,0,1,3999000,"Sa Khu, Thalang, Phuket",98.300576,,Sa Khu,117618.0,2557.0
83.0,126621,2,Condo,Fully Furnished,Phuket,2012.0,7.789263,,0,2,10509620,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,309106.0,3724.0
263.0,41444,2,Detached House,Fully Furnished,Phuket,2012.0,7.789263,263.0,0,2,10900000,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,320588.0,1219.0
82.0,120731,2,Condo,,Phuket,,7.804225,,0,2,9900000,"Rawai, Muang Phuket, Phuket",98.331447,,Rawai,291176.0,3551.0
115.0,33394,2,Detached House,,Phuket,,7.812805,326.4,0,3,10900000,"Rawai, Muang Phuket, Phuket",98.33106,,Rawai,320588.0,982.0
410.0,122709,5,Detached House,Unfurnished,Phuket,,7.991115,410.0,0,4,50310750,"Choeng Thale, Thalang, Phuket",98.296919,,Choeng Thale,1479728.0,3609.0
34.0,87941,1,Condo,,Phuket,,7.985111,,0,1,2990000,"Choeng Thale, Thalang, Phuket",98.296605,,Choeng Thale,87941.0,2586.0
48.00000000000001,72708,1,Condo,,Phuket,,7.779957,,0,1,3490000,"Rawai, Muang Phuket, Phuket",98.314713,,Rawai,102647.0,2138.0
60.0,135000,1,Condo,,Phuket,,7.876762,,0,1,8100000,"Patong, Kathu, Phuket",98.299971,,Patong,238235.0,3971.0
575.0,29565,5,Detached House,Fully Furnished,Phuket,,8.000059,575.0,0,4,17000000,"Sri Sunthon, Thalang, Phuket",98.331785,,Sri Sunthon,500000.0,870.0
57.99999999999999,100000,2,Condo,Fully Furnished,Phuket,2012.0,7.789263,,0,2,5800000,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,170588.0,2941.0
171.0,35156,2,Detached House,,Phuket,,8.015733,256.0,0,3,9000000,"Choeng Thale, Thalang, Phuket",98.312021,,Choeng Thale,264706.0,1034.0
140.0,42263,2,Detached House,,Phuket,,8.094453,296.0,0,3,12510000,"Sa Khu, Thalang, Phuket",98.314589,,Sa Khu,367941.0,1243.0
52.0,136730,2,Condo,,Phuket,,8.00193,,0,2,7110000,"Choeng Thale, Thalang, Phuket",98.299442,,Choeng Thale,209118.0,4021.0
433.0,40181,3,Detached House,,Phuket,,8.038736,654.0,0,3,26279000,"Thep Krasattri, Thalang, Phuket",98.317841,,Thep Krasattri,772912.0,1182.0
145.0,29776,2,Detached House,,Phuket,,8.075111,335.0,0,2,9975000,"Sa Khu, Thalang, Phuket",98.295053,,Sa Khu,293382.0,876.0
370.0,43892,4,Detached House,,Phuket,,8.040681,693.0,0,4,30417500,"Choeng Thale, Thalang, Phuket",98.296513,,Choeng Thale,894632.0,1291.0
34.0,103500,1,Condo,,Phuket,,7.903174,,0,1,3519000,"Patong, Kathu, Phuket",98.304248,,Patong,103500.0,3044.0
157.0,42038,2,Detached House,,Phuket,,7.82563,157.0,0,3,6600000,"Chalong, Muang Phuket, Phuket",98.340855,,Chalong,194118.0,1236.0
112.0,70437,2,Condo,,Phuket,,7.779958,,0,2,7889000,"Rawai, Muang Phuket, Phuket",98.314714,,Rawai,232029.0,2072.0
35.0,90857,1,Condo,Fully Furnished,Phuket,2012.0,7.789263,,0,1,3180000,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,93529.0,2672.0
60.0,91500,1,Condo,,Phuket,,7.876762,,0,1,5490000,"Patong, Kathu, Phuket",98.299971,,Patong,161471.0,2691.0
75.0,119333,2,Condo,,Phuket,,8.000358,,0,2,8950000,"Choeng Thale, Thalang, Phuket",98.296635,,Choeng Thale,263235.0,3510.0
269.0,78066,3,Detached House,,Phuket,,7.991299,269.0,0,3,21000000,"Pa Khlok, Thalang, Phuket",98.415271,,Pa Khlok,617647.0,2296.0
91.0,101098,2,Condo,,Phuket,2015.0,8.154175769124732,,0,2,9200000,"8 Moo 3, Mai Khao, Thalang, Phuket",98.2978065925904,Freehold,Mai Khao,270588.0,2973.0
1092.0,166297,7,Detached House,,Phuket,,7.950204,902.0,0,5,150000000,"Kammala, Kathu, Phuket",98.274117,,Kammala,4411765.0,4891.0
400.0,192307,4,Detached House,,Phuket,,7.885859,156.0,0,3,30000000,"Patong, Kathu, Phuket",98.283166,,Patong,882353.0,5656.0
70.0,164285,1,Condo,,Phuket,,7.961429,,0,1,11500000,"Kammala, Kathu, Phuket",98.284406,,Kammala,338235.0,4832.0
51.0,103921,2,Condo,,Phuket,2014.0,7.9926086802389,,0,2,5300000,"26/3 หมู่ 4 ถนน ศรีสุนทร, Thalang, Phuket",98.296857276172,,26/3 หมู่ 4 ถนน ศรีสุนทร,155882.0,3056.0
140.0,18333,2,Detached House,,Phuket,,7.831922,300.0,0,2,5500000,"Chalong, Muang Phuket, Phuket",98.32562,,Chalong,161765.0,539.0
250.0,29000,3,Detached House,,Phuket,,7.921093,500.0,0,4,14500000,"Kathu, Kathu, Phuket",98.329434,,Kathu,426471.0,853.0
118.0,61805,2,Detached House,,Phuket,,7.84776,144.0,0,2,8900000,"Chalong, Muang Phuket, Phuket",98.361415,,Chalong,261765.0,1818.0
210.0,67142,3,Detached House,,Phuket,,7.950065,70.0,0,3,4700000,"Kammala, Kathu, Phuket",98.294195,,Kammala,138235.0,1975.0
330.0,59750,4,Detached House,,Phuket,,8.053536,400.0,0,3,23900000,"Pa Khlok, Thalang, Phuket",98.428531,,Pa Khlok,702941.0,1757.0
35.0,128857,1,Condo,,Phuket,,7.996463,,0,1,4510000,"Choeng Thale, Thalang, Phuket",98.301159,,Choeng Thale,132647.0,3790.0
62.0,147000,1,Condo,Unfurnished,Phuket,,7.980126,,0,1,9114000,"Choeng Thale, Thalang, Phuket",98.283746,,Choeng Thale,268059.0,4324.0
277.0,175090,4,Detached House,Unfurnished,Phuket,,7.991115,277.0,0,4,48500000,"Choeng Thale, Thalang, Phuket",98.296919,,Choeng Thale,1426471.0,5150.0
120.0,125937,3,Condo,,Phuket,,8.028948,,0,3,15112500,"Choeng Thale, Thalang, Phuket",98.295051,,Choeng Thale,444485.0,3704.0
64.0,159375,1,Condo,,Phuket,,7.961429,,0,1,10200000,"Kammala, Kathu, Phuket",98.284406,,Kammala,300000.0,4688.0
45.0,97000,1,Condo,,Phuket,2021.0,7.879898,,0,1,4365000,"Soi Verakij, Patong, Kathu, Phuket",98.297687,Freehold,Patong,128382.0,2853.0
126.0,38592,2,Detached House,,Phuket,,7.847447,146.4,0,2,5650000,"Chalong, Muang Phuket, Phuket",98.361358,,Chalong,166176.0,1135.0
250.0,37005,4,Detached House,,Phuket,,8.095855,501.0,0,3,18540000,"Sa Khu, Thalang, Phuket",98.309311,,Sa Khu,545294.0,1088.0
41.0,217053,1,Condo,,Phuket,,7.894848,,0,1,8899200,"Patong, Kathu, Phuket",98.295601,,Patong,261741.0,6384.0
35.0,128571,1,Condo,,Phuket,,7.88398,,0,1,4500000,"Patong, Kathu, Phuket",98.29408,,Patong,132353.0,3782.0
120.0,228000,2,Condo,,Phuket,,7.894848,,0,2,27360000,"Patong, Kathu, Phuket",98.295601,,Patong,804706.0,6706.0
900.0,205555,5,Detached House,Fully Furnished,Phuket,,7.830883,900.0,0,4,185000000,"Karon, Muang Phuket, Phuket",98.29529,,Karon,5441176.0,6046.0
370.0,33150,4,Detached House,,Phuket,,7.991428,640.51,0,3,21233060,"Choeng Thale, Thalang, Phuket",98.299236,,Choeng Thale,624502.0,975.0
44.0,134116,1,Condo,Unfurnished,Phuket,,7.980147,,0,1,5901114,"Choeng Thale, Thalang, Phuket",98.283727,,Choeng Thale,173562.0,3945.0
750.0,186666,9,Detached House,Fully Furnished,Phuket,2021.0,7.879898,750.0,0,8,140000000,"Soi Verakij, Patong, Kathu, Phuket",98.297687,Freehold,Patong,4117647.0,5490.0
420.0,47619,3,Detached House,Unfurnished,Phuket,,7.997477,420.0,0,3,20000000,"Sri Sunthon, Thalang, Phuket",98.319385,,Sri Sunthon,588235.0,1401.0
204.0,54452,3,Detached House,,Phuket,,7.946926,292.0,0,2,15900000,"Kammala, Kathu, Phuket",98.292733,,Kammala,467647.0,1602.0
56.0,113400,1,Condo,Fully Furnished,Phuket,2012.0,7.789263,,0,1,6350400,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,186776.0,3335.0
27.0,103703,1,Condo,,Phuket,,7.981235,,0,,2800000,"Choeng Thale, Thalang, Phuket",98.28103,,Choeng Thale,82353.0,3050.0
824.0,175970,4,Condo,,Phuket,,7.962727,,0,4,145000000,"Kammala, Kathu, Phuket",98.284332,,Kammala,4264706.0,5176.0
29.0,105628,1,Condo,Fully Furnished,Phuket,2012.0,7.789263,,0,1,3063223,"ราไวย์ Wiset, Chalong, Muang Phuket, Phuket",98.330707,Freehold,Chalong,90095.0,3107.0
514.0,47461,3,Detached House,,Phuket,,8.016423,1812.0,0,3,86000000,"Choeng Thale, Thalang, Phuket",98.292851,,Choeng Thale,2529412.0,1396.0
520.0,79173,5,Detached House,Unfurnished,Phuket,,8.044478,520.0,0,4,41170000,"Choeng Thale, Thalang, Phuket",98.29556,,Choeng Thale,1210882.0,2329.0
41.0,135959,1,Condo,Fully Furnished,Phuket,,7.980169,,0,1,5574320,"Choeng Thale, Thalang, Phuket",98.283341,,Choeng Thale,163951.0,3999.0
450.0,68750,5,Detached House,,Phuket,,7.844177,320.0,0,4,22000000,"Chalong, Muang Phuket, Phuket",98.337808,,Chalong,647059.0,2022.0
52.0,122307,1,Condo,,Phuket,,8.000358,,0,1,6360000,"Choeng Thale, Thalang, Phuket",98.296635,,Choeng Thale,187059.0,3597.0
39.0,66666,1,Condo,,Phuket,,8.086476,,0,1,2600000,"Sa Khu, Thalang, Phuket",98.300576,,Sa Khu,76471.0,1961.0
